"FileTitle","MetadataTitle","Extension","MB","Duration","Directory","FullName","LastWriteTime"
"$R0PXJMF","",".mp4","69.03","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R0PXJMF.mp4","2026/3/13 16:48:21"
"屏幕录制 2025-06-27 203317","",".mp4","67.87","00:01:03","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-06-27 203317.mp4","2025/6/27 20:33:17"
"$R9LD2HO","",".mp4","67.13","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R9LD2HO.mp4","2026/2/21 13:02:06"
"屏幕录制 2025-06-27 095620","",".mp4","65.53","00:01:08","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-06-27 095620.mp4","2025/6/27 9:56:20"
"3ec767260be142bd8acf6f6c12f0645b","",".mp4","64.4","00:04:26","C:\Users\ASUS-KL\AppData\Roaming\XiaoIce\X Studio3\work_audio","C:\Users\ASUS-KL\AppData\Roaming\XiaoIce\X Studio3\work_audio\3ec767260be142bd8acf6f6c12f0645b.mp4","2026/2/20 21:04:18"
"$R47S5LU","",".mp4","64.4","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R47S5LU.mp4","2026/2/20 21:04:18"
"$RNGYJ86","",".mp4","62.65","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RNGYJ86.mp4","2026/2/27 19:50:18"
"$R24DYT7","",".mp4","58.11","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R24DYT7.mp4","2026/3/15 9:28:20"
"屏幕录制 2025-06-28 183217","",".mp4","56.75","00:00:53","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-06-28 183217.mp4","2025/6/28 18:32:17"
"9da178f8c3114082f08850c7f6db860d","",".mp4","56.22","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04\9da178f8c3114082f08850c7f6db860d.mp4","2024/4/15 22:43:04"
"d5d7b0a09cf26de5877c08d47d342c59","",".mp4","56.22","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04\d5d7b0a09cf26de5877c08d47d342c59.mp4","2024/4/15 22:43:04"
"$RGJ1P3Q","",".mp4","55.98","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RGJ1P3Q.mp4","2026/3/15 10:08:22"
"7ec7364b82e53292635bd81766ef75a5","",".mp4","53.82","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-09","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-09\7ec7364b82e53292635bd81766ef75a5.mp4","2024/9/11 21:39:42"
"a4cfcc509f619bc2ec6b2d003d76dec5","",".mp4","53.35","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10\a4cfcc509f619bc2ec6b2d003d76dec5.mp4","2024/10/12 15:15:44"
"2a0a1e6247d94070c5a11deb8aeee3b9","",".mp4","53.27","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04\2a0a1e6247d94070c5a11deb8aeee3b9.mp4","2024/4/15 21:42:10"
"屏幕录制 2026-03-04 182640","",".mp4","51.45","00:00:48","D:\屏幕录制","D:\屏幕录制\屏幕录制 2026-03-04 182640.mp4","2026/3/4 18:26:40"
"35d4def44f3b8067e97225f2e116187d_raw","",".mp4","50.89","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-08","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-08\35d4def44f3b8067e97225f2e116187d_raw.mp4","2023/8/10 16:27:27"
"$RILYPB3","",".mp4","50.73","00:18:32","E:\$RECYCLE.BIN\S-1-5-21-335549654-2052048269-174983366-1001","E:\$RECYCLE.BIN\S-1-5-21-335549654-2052048269-174983366-1001\$RILYPB3.mp4","2026/4/22 13:55:30"
"屏幕录制 2025-06-27 085704","",".mp4","50.2","00:01:42","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-06-27 085704.mp4","2025/6/27 8:57:04"
"53a36e09833e3c44f487e440b5edb645","",".mp4","49.55","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-06","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-06\53a36e09833e3c44f487e440b5edb645.mp4","2024/6/22 19:36:12"
"$RCIOVSZ","",".mp4","47.41","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RCIOVSZ.mp4","2026/1/30 12:51:57"
"屏幕录制 2025-06-27 095801","",".mp4","47.01","00:00:47","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-06-27 095801.mp4","2025/6/27 9:58:01"
"8f79131ee7dc100487e07b2f8f6594ba","",".mp4","46.96","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10\8f79131ee7dc100487e07b2f8f6594ba.mp4","2024/10/12 14:26:36"
"cac33935b5a4275346780cf900f6e9c6","",".mp4","45.53","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10\cac33935b5a4275346780cf900f6e9c6.mp4","2024/10/20 16:49:20"
"318a2d41a7de06d321b7165bbaf882c1","",".mp4","45.53","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-10\318a2d41a7de06d321b7165bbaf882c1.mp4","2024/10/20 16:49:20"
"$RKQEFNB","",".mp4","43.21","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RKQEFNB.mp4","2026/3/4 20:47:27"
"$RZSXKO4","",".mp4","41.93","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RZSXKO4.mp4","2026/1/31 13:37:02"
"e84f0f5900714161310ec01097ae9ab4","",".mp4","39.26","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2025-05","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2025-05\e84f0f5900714161310ec01097ae9ab4.mp4","2025/5/14 22:41:19"
"0f1c8bfb2fcdc3a8620a17fbd18f023a","",".mp4","38.78","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-03","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-03\0f1c8bfb2fcdc3a8620a17fbd18f023a.mp4","2026/2/28 13:44:25"
"OnboardingLoop","",".mp4","36.79","00:01:03","C:\Users\Public\Documents\Adobe\Premiere Pro\22.0\Tutorial","C:\Users\Public\Documents\Adobe\Premiere Pro\22.0\Tutorial\OnboardingLoop.mp4","2022/9/11 20:44:20"
"$R2FVO49","",".mp4","35.95","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R2FVO49.mp4","2026/4/10 21:01:17"
"c4353fb44a58b7ec9bd032e234fdd775","",".mp4","35.95","00:04:22","C:\Users\ASUS-KL\AppData\Roaming\XiaoIce\X Studio3\work_audio","C:\Users\ASUS-KL\AppData\Roaming\XiaoIce\X Studio3\work_audio\c4353fb44a58b7ec9bd032e234fdd775.mp4","2026/2/20 20:53:40"
"$R2FVO49","",".mp4","35.95","","E:\额外找到的文件\$$$文件夹2686978","E:\额外找到的文件\$$$文件夹2686978\$R2FVO49.mp4","2026/4/10 21:01:17"
"$R25IX32","",".mp4","35.45","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R25IX32.mp4","2026/3/30 12:41:01"
"videoplayback(1)","",".mp4","35.08","","E:\ASUS-KL\Documents\Tencent Files\1915791855\FileRecv","E:\ASUS-KL\Documents\Tencent Files\1915791855\FileRecv\videoplayback(1).mp4","2025/6/19 14:50:29"
"cea30ff4f7997afbcd2ba5e2d2c1abad_raw","",".mp4","34.75","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2025-10","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2025-10\cea30ff4f7997afbcd2ba5e2d2c1abad_raw.mp4","2025/10/20 17:48:55"
"屏幕录制 2025-10-20 174846","",".mp4","34.73","00:00:34","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-10-20 174846.mp4","2025/10/20 17:48:46"
"652f9bed63f69064a054b49102846812","",".mp4","34.1","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-04\652f9bed63f69064a054b49102846812.mp4","2024/4/14 16:54:58"
"$R3WPNDI","",".mp4","33.31","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R3WPNDI.mp4","2026/2/22 18:10:13"
"7957894b299e996ca6637c9d6aca0826","",".mp4","32.78","","E:\ASUS-KL\Documents\Tencent Files\1915791855\nt_qq\nt_data\Video\2023-12\Ori","E:\ASUS-KL\Documents\Tencent Files\1915791855\nt_qq\nt_data\Video\2023-12\Ori\7957894b299e996ca6637c9d6aca0826.mp4","2023/12/27 19:44:50"
"d29ee62ce02b1fae06c836e1f52ae670","",".mp4","32.63","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-05","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-05\d29ee62ce02b1fae06c836e1f52ae670.mp4","2023/5/3 18:33:57"
"6846222e439d3471a909ae9a819e8ca4","",".mp4","32.63","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-05","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-05\6846222e439d3471a909ae9a819e8ca4.mp4","2023/5/3 18:33:57"
"$RUMG0TJ","",".mp4","31.14","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RUMG0TJ.mp4","2026/3/30 12:53:29"
"$RQNNCMX","",".mp4","30.88","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RQNNCMX.mp4","2026/3/30 12:54:47"
"81B2650206C533249DD230837431A403","",".mp4","30.53","","E:\ASUS-KL\Documents\Tencent Files\1915791855\Video","E:\ASUS-KL\Documents\Tencent Files\1915791855\Video\81B2650206C533249DD230837431A403.mp4","2022/12/6 20:08:02"
"pedtracking","",".mp4","30.38","00:01:25","D:\MATLAB\toolbox\driving\drivingdata","D:\MATLAB\toolbox\driving\drivingdata\pedtracking.mp4","2016/9/7 3:35:54"
"$R5Q1DVD","",".mp4","29.37","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$R5Q1DVD.mp4","2026/3/13 15:47:55"
"text-to-video-1777801957686-c416a6347c8d48","",".mp4","29.28","00:02:03","E:\My Project\remotion-project\out","E:\My Project\remotion-project\out\text-to-video-1777801957686-c416a6347c8d48.mp4","2026/5/3 17:56:28"
"a8a6a10fdf84bdec4ad53636e04404e8_raw","",".mp4","29.15","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2025-10","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2025-10\a8a6a10fdf84bdec4ad53636e04404e8_raw.mp4","2025/10/20 18:16:08"
"屏幕录制 2025-10-20 180423","",".mp4","29.14","00:00:28","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-10-20 180423.mp4","2025/10/20 18:04:23"
"关于速通蓝桥杯的建议","",".mp4","28.81","","E:\ASUS-KL\Documents\Tencent Files\1915791855\FileRecv\课程配套资源包\蓝桥杯冲刺培训\第九讲 PCF8591模块程序设计","E:\ASUS-KL\Documents\Tencent Files\1915791855\FileRecv\课程配套资源包\蓝桥杯冲刺培训\第九讲 PCF8591模块程序设计\关于速通蓝桥杯的建议.mp4","2023/1/15 19:57:34"
"关于速通蓝桥杯的建议","",".mp4","28.81","","E:\ASUS-KL\Documents\Tencent Files\1915791855\1915791855\FileRecv\课程配套资源包\蓝桥杯冲刺培训\第九讲 PCF8591模块程序设计","E:\ASUS-KL\Documents\Tencent Files\1915791855\1915791855\FileRecv\课程配套资源包\蓝桥杯冲刺培训\第九讲 PCF8591模块程序设计\关于速通蓝桥杯的建议.mp4","2023/1/15 19:57:34"
"$RYSZRK2","",".mp4","28.18","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RYSZRK2.mp4","2026/2/15 9:31:40"
"屏幕录制 2026-05-17 143648","",".mp4","27.86","00:00:28","D:\屏幕录制","D:\屏幕录制\屏幕录制 2026-05-17 143648.mp4","2026/5/17 14:36:48"
"$RPCN8SA","",".mp4","27.44","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RPCN8SA.mp4","2026/3/15 9:51:32"
"tilted_face_uncomp","",".avi","27.32","00:00:01","D:\MATLAB\toolbox\vision\visiondata","D:\MATLAB\toolbox\vision\visiondata\tilted_face_uncomp.avi","2014/4/17 21:49:29"
"$RV6D66I","",".mp4","27.29","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RV6D66I.mp4","2026/3/30 12:27:27"
"屏幕录制 2025-06-27 085302","",".mp4","27.13","00:00:55","D:\屏幕录制","D:\屏幕录制\屏幕录制 2025-06-27 085302.mp4","2025/6/27 8:53:02"
"989208dbcd0dce2aac97889a37d00ab8_raw","",".mp4","27.13","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-01","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-01\989208dbcd0dce2aac97889a37d00ab8_raw.mp4","2026/1/28 19:22:54"
"屏幕录制 2026-02-28 174032","",".mp4","27","00:01:24","D:\屏幕录制","D:\屏幕录制\屏幕录制 2026-02-28 174032.mp4","2026/2/28 17:40:32"
"989208dbcd0dce2aac97889a37d00ab8","",".mp4","26.98","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-01","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-01\989208dbcd0dce2aac97889a37d00ab8.mp4","2026/1/28 19:17:30"
"54d61ba9eeec6aff64c34fb98f5ee080","",".mp4","26.75","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-07","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-07\54d61ba9eeec6aff64c34fb98f5ee080.mp4","2023/7/14 22:36:14"
"9f2cf54241e8e233135c8d0ccdc2e642","",".mp4","26.07","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2022-12","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2022-12\9f2cf54241e8e233135c8d0ccdc2e642.mp4","2022/12/3 10:50:22"
"f53a30363efebccc6a4518bc8a197bf3","",".mp4","26.01","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-07","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-07\f53a30363efebccc6a4518bc8a197bf3.mp4","2023/7/21 22:36:57"
"b500a43ecc6291a9d64cb401b8d695ff","",".mp4","25.54","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-07","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-07\b500a43ecc6291a9d64cb401b8d695ff.mp4","2024/7/10 21:10:48"
"4a42669290eb36877d8cf181962fb449","",".mp4","25.54","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-07","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-07\4a42669290eb36877d8cf181962fb449.mp4","2024/7/10 21:10:48"
"$RMDMS4R","",".mp4","24.83","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RMDMS4R.mp4","2026/3/13 16:08:46"
"visiontraffic","",".avi","24.24","00:00:17","D:\MATLAB\toolbox\vision\visiondata","D:\MATLAB\toolbox\vision\visiondata\visiontraffic.avi","2012/11/9 16:03:09"
"text-to-video-1777799250199-d56b444fe65d88","",".mp4","23.71","00:02:03","E:\My Project\remotion-project\out","E:\My Project\remotion-project\out\text-to-video-1777799250199-d56b444fe65d88.mp4","2026/5/3 17:09:53"
"83d25d486149a78ac7487027302c5a08","",".mp4","22.43","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-07","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2023-07\83d25d486149a78ac7487027302c5a08.mp4","2023/7/14 22:36:40"
"text-to-video-1777790023440-25b970f0860028","",".mp4","21.58","00:01:07","E:\My Project\remotion-project\out","E:\My Project\remotion-project\out\text-to-video-1777790023440-25b970f0860028.mp4","2026/5/3 14:35:34"
"$RLYQJ0Q","",".mp4","21.17","","D:\hui'f\额外找到的文件\$$$文件夹2686978","D:\hui'f\额外找到的文件\$$$文件夹2686978\$RLYQJ0Q.mp4","2026/2/19 18:56:10"
"TCAD安装视频步骤","",".mp4","20.04","00:10:48","D:\Silvaco_TCAD_2020(Windows)\安装教程","D:\Silvaco_TCAD_2020(Windows)\安装教程\TCAD安装视频步骤.mp4","2022/3/21 12:03:26"
"8e73751453f0cd22a84862ad1d06fcea_raw","",".mp4","20.03","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-01","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2026-01\8e73751453f0cd22a84862ad1d06fcea_raw.mp4","2026/1/28 17:46:42"
"d23eb94b8e9f37ffb7f8957754773804","",".mp4","20.02","","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-06","E:\ASUS-KL\Documents\xwechat_files\wxid_8g0c5l0t215q22_9144\msg\video\2024-06\d23eb94b8e9f37ffb7f8957754773804.mp4","2024/6/27 19:15:32"
